"sample","chromosome","start","end","copy_number","segmented","ploidy","cellularity","absolute_segmented","absolute_copy_number"
"SLX-10722_SLX-11823.D701_D506","16",48000001,48500000,1.014,0.982,2,0.05,1.28,2.56
"SLX-10722_SLX-11823.D701_D506","16",48500001,49000000,0.917,0.982,2,0.05,1.28,-1.32
"SLX-10722_SLX-11823.D701_D506","16",49000001,49500000,0.901,0.982,2,0.05,1.28,-1.96
"SLX-10722_SLX-11823.D701_D506","16",49500001,50000000,0.974,0.982,2,0.05,1.28,0.959999999999999
"SLX-10722_SLX-11823.D701_D506","16",50000001,50500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","16",50500001,51000000,1.011,0.982,2,0.05,1.28,2.44
"SLX-10722_SLX-11823.D701_D506","16",51000001,51500000,0.913,0.982,2,0.05,1.28,-1.48
"SLX-10722_SLX-11823.D701_D506","16",51500001,52000000,0.94,0.982,2,0.05,1.28,-0.400000000000002
"SLX-10722_SLX-11823.D701_D506","16",52000001,52500000,0.936,0.982,2,0.05,1.28,-0.559999999999998
"SLX-10722_SLX-11823.D701_D506","16",52500001,53000000,1.008,0.982,2,0.05,1.28,2.32
"SLX-10722_SLX-11823.D701_D506","16",53000001,53500000,1.095,0.982,2,0.05,1.28,5.8
"SLX-10722_SLX-11823.D701_D506","16",53500001,54000000,1.092,0.982,2,0.05,1.28,5.68
"SLX-10722_SLX-11823.D701_D506","16",54000001,54500000,0.991,0.982,2,0.05,1.28,1.64
"SLX-10722_SLX-11823.D701_D506","16",54500001,55000000,0.982,0.982,2,0.05,1.28,1.28
"SLX-10722_SLX-11823.D701_D506","16",55000001,55500000,0.993,0.982,2,0.05,1.28,1.72
"SLX-10722_SLX-11823.D701_D506","16",55500001,56000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","16",56000001,56500000,0.953,0.982,2,0.05,1.28,0.119999999999998
"SLX-10722_SLX-11823.D701_D506","16",56500001,57000000,1.051,0.982,2,0.05,1.28,4.04
"SLX-10722_SLX-11823.D701_D506","16",57000001,57500000,1.05,0.982,2,0.05,1.28,4
"SLX-10722_SLX-11823.D701_D506","16",57500001,58000000,1.074,0.982,2,0.05,1.28,4.96
"SLX-10722_SLX-11823.D701_D506","16",58000001,58500000,0.981,0.982,2,0.05,1.28,1.24
"SLX-10722_SLX-11823.D701_D506","16",58500001,59000000,0.946,0.982,2,0.05,1.28,-0.160000000000002
"SLX-10722_SLX-11823.D701_D506","16",59000001,59500000,0.92,0.982,2,0.05,1.28,-1.2
"SLX-10722_SLX-11823.D701_D506","16",59500001,60000000,0.935,0.982,2,0.05,1.28,-0.599999999999998
"SLX-10722_SLX-11823.D701_D506","16",60000001,60500000,0.972,0.982,2,0.05,1.28,0.879999999999999
"SLX-10722_SLX-11823.D701_D506","16",60500001,61000000,0.945,0.982,2,0.05,1.28,-0.200000000000002
"SLX-10722_SLX-11823.D701_D506","16",61000001,61500000,0.938,0.982,2,0.05,1.28,-0.480000000000002
"SLX-10722_SLX-11823.D701_D506","16",61500001,62000000,0.998,0.982,2,0.05,1.28,1.92
"SLX-10722_SLX-11823.D701_D506","16",62000001,62500000,0.951,0.982,2,0.05,1.28,0.0399999999999983
"SLX-10722_SLX-11823.D701_D506","16",62500001,63000000,0.953,0.982,2,0.05,1.28,0.119999999999998
"SLX-10722_SLX-11823.D701_D506","16",63000001,63500000,0.975,0.982,2,0.05,1.28,0.999999999999999
"SLX-10722_SLX-11823.D701_D506","16",63500001,64000000,0.995,0.982,2,0.05,1.28,1.8
"SLX-10722_SLX-11823.D701_D506","16",64000001,64500000,0.989,0.982,2,0.05,1.28,1.56
"SLX-10722_SLX-11823.D701_D506","16",64500001,65000000,0.998,0.982,2,0.05,1.28,1.92
"SLX-10722_SLX-11823.D701_D506","16",65000001,65500000,0.932,0.982,2,0.05,1.28,-0.719999999999998
"SLX-10722_SLX-11823.D701_D506","16",65500001,66000000,0.958,0.982,2,0.05,1.28,0.319999999999999
"SLX-10722_SLX-11823.D701_D506","16",66000001,66500000,0.954,0.982,2,0.05,1.28,0.159999999999998
"SLX-10722_SLX-11823.D701_D506","16",66500001,67000000,1.04,0.982,2,0.05,1.28,3.6
"SLX-10722_SLX-11823.D701_D506","16",67000001,67500000,1.049,0.982,2,0.05,1.28,3.96
"SLX-10722_SLX-11823.D701_D506","16",67500001,68000000,1.037,0.982,2,0.05,1.28,3.48
"SLX-10722_SLX-11823.D701_D506","16",68000001,68500000,1.11,0.982,2,0.05,1.28,6.4
"SLX-10722_SLX-11823.D701_D506","16",68500001,69000000,1.03,0.982,2,0.05,1.28,3.2
"SLX-10722_SLX-11823.D701_D506","16",69000001,69500000,1.043,0.982,2,0.05,1.28,3.72
"SLX-10722_SLX-11823.D701_D506","16",69500001,70000000,1.03,0.982,2,0.05,1.28,3.2
"SLX-10722_SLX-11823.D701_D506","16",70000001,70500000,1.039,0.982,2,0.05,1.28,3.56
"SLX-10722_SLX-11823.D701_D506","16",70500001,71000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","16",71000001,71500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","16",71500001,72000000,1.01,0.982,2,0.05,1.28,2.4
"SLX-10722_SLX-11823.D701_D506","16",72000001,72500000,0.961,0.982,2,0.05,1.28,0.439999999999999
"SLX-10722_SLX-11823.D701_D506","16",72500001,73000000,0.979,0.982,2,0.05,1.28,1.16
"SLX-10722_SLX-11823.D701_D506","16",73000001,73500000,1.013,0.982,2,0.05,1.28,2.52
"SLX-10722_SLX-11823.D701_D506","16",73500001,74000000,0.936,0.982,2,0.05,1.28,-0.559999999999998
"SLX-10722_SLX-11823.D701_D506","16",74000001,74500000,0.886,0.982,2,0.05,1.28,-2.56
"SLX-10722_SLX-11823.D701_D506","16",74500001,75000000,1.005,0.982,2,0.05,1.28,2.2
"SLX-10722_SLX-11823.D701_D506","16",75000001,75500000,1.064,0.982,2,0.05,1.28,4.56
"SLX-10722_SLX-11823.D701_D506","16",75500001,76000000,0.98,0.982,2,0.05,1.28,1.2
"SLX-10722_SLX-11823.D701_D506","16",76000001,76500000,0.974,0.982,2,0.05,1.28,0.959999999999999
"SLX-10722_SLX-11823.D701_D506","16",76500001,77000000,0.983,0.982,2,0.05,1.28,1.32
"SLX-10722_SLX-11823.D701_D506","16",77000001,77500000,0.966,0.982,2,0.05,1.28,0.639999999999999
"SLX-10722_SLX-11823.D701_D506","16",77500001,78000000,0.944,0.982,2,0.05,1.28,-0.240000000000002
"SLX-10722_SLX-11823.D701_D506","16",78000001,78500000,1.014,0.982,2,0.05,1.28,2.56
"SLX-10722_SLX-11823.D701_D506","16",78500001,79000000,1.016,0.982,2,0.05,1.28,2.64
"SLX-10722_SLX-11823.D701_D506","16",79000001,79500000,1.01,0.982,2,0.05,1.28,2.4
"SLX-10722_SLX-11823.D701_D506","16",79500001,80000000,1.105,0.982,2,0.05,1.28,6.2
"SLX-10722_SLX-11823.D701_D506","16",80000001,80500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","16",80500001,81000000,1.011,0.982,2,0.05,1.28,2.44
"SLX-10722_SLX-11823.D701_D506","16",81000001,81500000,1.051,0.982,2,0.05,1.28,4.04
"SLX-10722_SLX-11823.D701_D506","16",81500001,82000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","16",82000001,82500000,1.009,0.982,2,0.05,1.28,2.36
"SLX-10722_SLX-11823.D701_D506","16",82500001,83000000,0.991,0.982,2,0.05,1.28,1.64
"SLX-10722_SLX-11823.D701_D506","16",83000001,83500000,0.994,0.982,2,0.05,1.28,1.76
"SLX-10722_SLX-11823.D701_D506","16",83500001,84000000,0.919,0.982,2,0.05,1.28,-1.24
"SLX-10722_SLX-11823.D701_D506","16",84000001,84500000,1.015,0.982,2,0.05,1.28,2.6
"SLX-10722_SLX-11823.D701_D506","16",84500001,85000000,1.04,0.982,2,0.05,1.28,3.6
"SLX-10722_SLX-11823.D701_D506","16",85000001,85500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","16",85500001,86000000,0.994,0.982,2,0.05,1.28,1.76
"SLX-10722_SLX-11823.D701_D506","16",86000001,86500000,0.939,0.982,2,0.05,1.28,-0.440000000000002
"SLX-10722_SLX-11823.D701_D506","16",86500001,87000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","16",87000001,87500000,0.989,0.982,2,0.05,1.28,1.56
"SLX-10722_SLX-11823.D701_D506","16",87500001,88000000,0.862,0.982,2,0.05,1.28,-3.52
"SLX-10722_SLX-11823.D701_D506","16",88000001,88500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","16",88500001,89000000,1.088,0.982,2,0.05,1.28,5.52
"SLX-10722_SLX-11823.D701_D506","16",89000001,89500000,0.966,0.982,2,0.05,1.28,0.639999999999999
"SLX-10722_SLX-11823.D701_D506","16",89500001,90000000,0.962,0.982,2,0.05,1.28,0.479999999999999
"SLX-10722_SLX-11823.D701_D506","16",90000001,90354753,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",1,500000,0.878,0.986,2,0.05,1.44,-2.88
"SLX-10722_SLX-11823.D701_D506","17",500001,1000000,0.892,0.986,2,0.05,1.44,-2.32
"SLX-10722_SLX-11823.D701_D506","17",1000001,1500000,1.01,0.986,2,0.05,1.44,2.4
"SLX-10722_SLX-11823.D701_D506","17",1500001,2000000,0.988,0.986,2,0.05,1.44,1.52
"SLX-10722_SLX-11823.D701_D506","17",2000001,2500000,1.048,0.986,2,0.05,1.44,3.92
"SLX-10722_SLX-11823.D701_D506","17",2500001,3000000,0.9,0.986,2,0.05,1.44,-2
"SLX-10722_SLX-11823.D701_D506","17",3000001,3500000,0.868,0.986,2,0.05,1.44,-3.28
"SLX-10722_SLX-11823.D701_D506","17",3500001,4000000,0.946,0.986,2,0.05,1.44,-0.160000000000002
"SLX-10722_SLX-11823.D701_D506","17",4000001,4500000,1.007,0.986,2,0.05,1.44,2.28
"SLX-10722_SLX-11823.D701_D506","17",4500001,5000000,0.998,0.986,2,0.05,1.44,1.92
"SLX-10722_SLX-11823.D701_D506","17",5000001,5500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",5500001,6000000,0.92,0.986,2,0.05,1.44,-1.2
"SLX-10722_SLX-11823.D701_D506","17",6000001,6500000,0.934,0.986,2,0.05,1.44,-0.639999999999998
"SLX-10722_SLX-11823.D701_D506","17",6500001,7000000,0.963,0.986,2,0.05,1.44,0.519999999999999
"SLX-10722_SLX-11823.D701_D506","17",7000001,7500000,1.051,0.986,2,0.05,1.44,4.04
"SLX-10722_SLX-11823.D701_D506","17",7500001,8000000,1.031,0.986,2,0.05,1.44,3.24
"SLX-10722_SLX-11823.D701_D506","17",8000001,8500000,1.036,0.986,2,0.05,1.44,3.44
"SLX-10722_SLX-11823.D701_D506","17",8500001,9000000,0.96,0.986,2,0.05,1.44,0.399999999999999
"SLX-10722_SLX-11823.D701_D506","17",9000001,9500000,0.962,0.986,2,0.05,1.44,0.479999999999999
"SLX-10722_SLX-11823.D701_D506","17",9500001,10000000,0.901,0.986,2,0.05,1.44,-1.96
"SLX-10722_SLX-11823.D701_D506","17",10000001,10500000,0.917,0.986,2,0.05,1.44,-1.32
"SLX-10722_SLX-11823.D701_D506","17",10500001,11000000,0.957,0.986,2,0.05,1.44,0.279999999999998
"SLX-10722_SLX-11823.D701_D506","17",11000001,11500000,0.908,0.986,2,0.05,1.44,-1.68
"SLX-10722_SLX-11823.D701_D506","17",11500001,12000000,0.951,0.986,2,0.05,1.44,0.0399999999999983
"SLX-10722_SLX-11823.D701_D506","17",12000001,12500000,0.937,0.986,2,0.05,1.44,-0.519999999999998
"SLX-10722_SLX-11823.D701_D506","17",12500001,13000000,0.936,0.986,2,0.05,1.44,-0.559999999999998
"SLX-10722_SLX-11823.D701_D506","17",13000001,13500000,0.947,0.986,2,0.05,1.44,-0.120000000000002
"SLX-10722_SLX-11823.D701_D506","17",13500001,14000000,0.994,0.986,2,0.05,1.44,1.76
"SLX-10722_SLX-11823.D701_D506","17",14000001,14500000,0.95,0.986,2,0.05,1.44,-0.00000000000000177635683940025
"SLX-10722_SLX-11823.D701_D506","17",14500001,15000000,1.007,0.986,2,0.05,1.44,2.28
"SLX-10722_SLX-11823.D701_D506","17",15000001,15500000,0.845,0.986,2,0.05,1.44,-4.2
"SLX-10722_SLX-11823.D701_D506","17",15500001,16000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",16000001,16500000,1.014,0.986,2,0.05,1.44,2.56
"SLX-10722_SLX-11823.D701_D506","17",16500001,17000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",17000001,17500000,0.972,0.986,2,0.05,1.44,0.879999999999999
"SLX-10722_SLX-11823.D701_D506","17",17500001,18000000,1.034,0.986,2,0.05,1.44,3.36
"SLX-10722_SLX-11823.D701_D506","17",18000001,18500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",18500001,19000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",19000001,19500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",19500001,20000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",20000001,20500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",20500001,21000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",21000001,21500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",21500001,22000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",22000001,22500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",22500001,23000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",23000001,23500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",23500001,24000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",24000001,24500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",24500001,25000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",25000001,25500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",25500001,26000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",26000001,26500000,0.967,0.986,2,0.05,1.44,0.679999999999999
"SLX-10722_SLX-11823.D701_D506","17",26500001,27000000,0.974,0.986,2,0.05,1.44,0.959999999999999
"SLX-10722_SLX-11823.D701_D506","17",27000001,27500000,1.014,0.986,2,0.05,1.44,2.56
"SLX-10722_SLX-11823.D701_D506","17",27500001,28000000,1.025,0.986,2,0.05,1.44,3
"SLX-10722_SLX-11823.D701_D506","17",28000001,28500000,1.079,0.986,2,0.05,1.44,5.16
"SLX-10722_SLX-11823.D701_D506","17",28500001,29000000,0.945,0.986,2,0.05,1.44,-0.200000000000002
"SLX-10722_SLX-11823.D701_D506","17",29000001,29500000,1.017,0.986,2,0.05,1.44,2.68
"SLX-10722_SLX-11823.D701_D506","17",29500001,30000000,0.939,0.986,2,0.05,1.44,-0.440000000000002
"SLX-10722_SLX-11823.D701_D506","17",30000001,30500000,0.967,0.986,2,0.05,1.44,0.679999999999999
"SLX-10722_SLX-11823.D701_D506","17",30500001,31000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",31000001,31500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",31500001,32000000,0.958,0.986,2,0.05,1.44,0.319999999999999
"SLX-10722_SLX-11823.D701_D506","17",32000001,32500000,0.929,0.986,2,0.05,1.44,-0.839999999999998
"SLX-10722_SLX-11823.D701_D506","17",32500001,33000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",33000001,33500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",33500001,34000000,0.999,0.986,2,0.05,1.44,1.96
"SLX-10722_SLX-11823.D701_D506","17",34000001,34500000,0.9,0.986,2,0.05,1.44,-2
"SLX-10722_SLX-11823.D701_D506","17",34500001,35000000,0.802,0.986,2,0.05,1.44,-5.92
"SLX-10722_SLX-11823.D701_D506","17",35000001,35500000,1.005,0.986,2,0.05,1.44,2.2
"SLX-10722_SLX-11823.D701_D506","17",35500001,36000000,1.058,0.986,2,0.05,1.44,4.32
"SLX-10722_SLX-11823.D701_D506","17",36000001,36500000,0.844,0.986,2,0.05,1.44,-4.24
"SLX-10722_SLX-11823.D701_D506","17",36500001,37000000,0.944,0.986,2,0.05,1.44,-0.240000000000002
"SLX-10722_SLX-11823.D701_D506","17",37000001,37500000,1.033,0.986,2,0.05,1.44,3.32
"SLX-10722_SLX-11823.D701_D506","17",37500001,38000000,1.021,0.986,2,0.05,1.44,2.84
"SLX-10722_SLX-11823.D701_D506","17",38000001,38500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",38500001,39000000,1.037,0.986,2,0.05,1.44,3.48
"SLX-10722_SLX-11823.D701_D506","17",39000001,39500000,0.931,0.986,2,0.05,1.44,-0.759999999999998
"SLX-10722_SLX-11823.D701_D506","17",39500001,40000000,0.968,0.986,2,0.05,1.44,0.719999999999999
"SLX-10722_SLX-11823.D701_D506","17",40000001,40500000,1.018,0.986,2,0.05,1.44,2.72
"SLX-10722_SLX-11823.D701_D506","17",40500001,41000000,1.034,0.986,2,0.05,1.44,3.36
"SLX-10722_SLX-11823.D701_D506","17",41000001,41500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",41500001,42000000,0.993,0.986,2,0.05,1.44,1.72
"SLX-10722_SLX-11823.D701_D506","17",42000001,42500000,0.951,0.986,2,0.05,1.44,0.0399999999999983
"SLX-10722_SLX-11823.D701_D506","17",42500001,43000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",43000001,43500000,1.049,0.986,2,0.05,1.44,3.96
"SLX-10722_SLX-11823.D701_D506","17",43500001,44000000,0.925,0.986,2,0.05,1.44,-0.999999999999998
"SLX-10722_SLX-11823.D701_D506","17",44000001,44500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",44500001,45000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",45000001,45500000,0.955,0.986,2,0.05,1.44,0.199999999999998
"SLX-10722_SLX-11823.D701_D506","17",45500001,46000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",46000001,46500000,1.012,0.986,2,0.05,1.44,2.48
"SLX-10722_SLX-11823.D701_D506","17",46500001,47000000,0.999,0.986,2,0.05,1.44,1.96
"SLX-10722_SLX-11823.D701_D506","17",47000001,47500000,0.953,0.986,2,0.05,1.44,0.119999999999998
"SLX-10722_SLX-11823.D701_D506","17",47500001,48000000,1.029,0.986,2,0.05,1.44,3.16
"SLX-10722_SLX-11823.D701_D506","17",48000001,48500000,1.035,0.986,2,0.05,1.44,3.4
"SLX-10722_SLX-11823.D701_D506","17",48500001,49000000,1.088,0.986,2,0.05,1.44,5.52
"SLX-10722_SLX-11823.D701_D506","17",49000001,49500000,1.071,0.986,2,0.05,1.44,4.84
"SLX-10722_SLX-11823.D701_D506","17",49500001,50000000,0.945,0.986,2,0.05,1.44,-0.200000000000002
"SLX-10722_SLX-11823.D701_D506","17",50000001,50500000,0.956,0.986,2,0.05,1.44,0.239999999999998
"SLX-10722_SLX-11823.D701_D506","17",50500001,51000000,0.92,0.986,2,0.05,1.44,-1.2
"SLX-10722_SLX-11823.D701_D506","17",51000001,51500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",51500001,52000000,1.027,0.986,2,0.05,1.44,3.08
"SLX-10722_SLX-11823.D701_D506","17",52000001,52500000,0.971,0.986,2,0.05,1.44,0.839999999999999
"SLX-10722_SLX-11823.D701_D506","17",52500001,53000000,0.925,0.986,2,0.05,1.44,-0.999999999999998
"SLX-10722_SLX-11823.D701_D506","17",53000001,53500000,1.05,0.986,2,0.05,1.44,4
"SLX-10722_SLX-11823.D701_D506","17",53500001,54000000,0.988,0.986,2,0.05,1.44,1.52
"SLX-10722_SLX-11823.D701_D506","17",54000001,54500000,0.927,0.986,2,0.05,1.44,-0.919999999999998
"SLX-10722_SLX-11823.D701_D506","17",54500001,55000000,0.999,0.986,2,0.05,1.44,1.96
"SLX-10722_SLX-11823.D701_D506","17",55000001,55500000,1.031,0.986,2,0.05,1.44,3.24
"SLX-10722_SLX-11823.D701_D506","17",55500001,56000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",56000001,56500000,0.994,0.986,2,0.05,1.44,1.76
"SLX-10722_SLX-11823.D701_D506","17",56500001,57000000,0.996,0.986,2,0.05,1.44,1.84
"SLX-10722_SLX-11823.D701_D506","17",57000001,57500000,1.079,0.986,2,0.05,1.44,5.16
"SLX-10722_SLX-11823.D701_D506","17",57500001,58000000,1.124,0.986,2,0.05,1.44,6.96
"SLX-10722_SLX-11823.D701_D506","17",58000001,58500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",58500001,59000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",59000001,59500000,0.995,0.986,2,0.05,1.44,1.8
"SLX-10722_SLX-11823.D701_D506","17",59500001,60000000,1.072,0.986,2,0.05,1.44,4.88
"SLX-10722_SLX-11823.D701_D506","17",60000001,60500000,0.988,0.986,2,0.05,1.44,1.52
"SLX-10722_SLX-11823.D701_D506","17",60500001,61000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",61000001,61500000,1.108,0.986,2,0.05,1.44,6.32
"SLX-10722_SLX-11823.D701_D506","17",61500001,62000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",62000001,62500000,1.082,0.986,2,0.05,1.44,5.28
"SLX-10722_SLX-11823.D701_D506","17",62500001,63000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",63000001,63500000,1.036,0.986,2,0.05,1.44,3.44
"SLX-10722_SLX-11823.D701_D506","17",63500001,64000000,1.012,0.986,2,0.05,1.44,2.48
"SLX-10722_SLX-11823.D701_D506","17",64000001,64500000,1.069,0.986,2,0.05,1.44,4.76
"SLX-10722_SLX-11823.D701_D506","17",64500001,65000000,0.938,0.986,2,0.05,1.44,-0.480000000000002
"SLX-10722_SLX-11823.D701_D506","17",65000001,65500000,1.064,0.986,2,0.05,1.44,4.56
"SLX-10722_SLX-11823.D701_D506","17",65500001,66000000,1.053,0.986,2,0.05,1.44,4.12
"SLX-10722_SLX-11823.D701_D506","17",66000001,66500000,0.973,0.986,2,0.05,1.44,0.919999999999999
"SLX-10722_SLX-11823.D701_D506","17",66500001,67000000,1.016,0.986,2,0.05,1.44,2.64
"SLX-10722_SLX-11823.D701_D506","17",67000001,67500000,1.087,0.986,2,0.05,1.44,5.48
"SLX-10722_SLX-11823.D701_D506","17",67500001,68000000,1.009,0.986,2,0.05,1.44,2.36
"SLX-10722_SLX-11823.D701_D506","17",68000001,68500000,0.984,0.986,2,0.05,1.44,1.36
"SLX-10722_SLX-11823.D701_D506","17",68500001,69000000,1.016,0.986,2,0.05,1.44,2.64
"SLX-10722_SLX-11823.D701_D506","17",69000001,69500000,1.044,0.986,2,0.05,1.44,3.76
"SLX-10722_SLX-11823.D701_D506","17",69500001,70000000,0.985,0.986,2,0.05,1.44,1.4
"SLX-10722_SLX-11823.D701_D506","17",70000001,70500000,0.982,0.986,2,0.05,1.44,1.28
"SLX-10722_SLX-11823.D701_D506","17",70500001,71000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",71000001,71500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",71500001,72000000,0.952,0.986,2,0.05,1.44,0.0799999999999983
"SLX-10722_SLX-11823.D701_D506","17",72000001,72500000,0.915,0.986,2,0.05,1.44,-1.4
"SLX-10722_SLX-11823.D701_D506","17",72500001,73000000,1,0.986,2,0.05,1.44,2
"SLX-10722_SLX-11823.D701_D506","17",73000001,73500000,1.056,0.986,2,0.05,1.44,4.24
"SLX-10722_SLX-11823.D701_D506","17",73500001,74000000,1.031,0.986,2,0.05,1.44,3.24
"SLX-10722_SLX-11823.D701_D506","17",74000001,74500000,0.981,0.986,2,0.05,1.44,1.24
"SLX-10722_SLX-11823.D701_D506","17",74500001,75000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",75000001,75500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",75500001,76000000,0.981,0.986,2,0.05,1.44,1.24
"SLX-10722_SLX-11823.D701_D506","17",76000001,76500000,1.015,0.986,2,0.05,1.44,2.6
"SLX-10722_SLX-11823.D701_D506","17",76500001,77000000,1.003,0.986,2,0.05,1.44,2.12
"SLX-10722_SLX-11823.D701_D506","17",77000001,77500000,0.896,0.986,2,0.05,1.44,-2.16
"SLX-10722_SLX-11823.D701_D506","17",77500001,78000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","17",78000001,78500000,0.956,0.986,2,0.05,1.44,0.239999999999998
"SLX-10722_SLX-11823.D701_D506","17",78500001,79000000,0.982,0.986,2,0.05,1.44,1.28
"SLX-10722_SLX-11823.D701_D506","17",79000001,79500000,1.021,0.986,2,0.05,1.44,2.84
"SLX-10722_SLX-11823.D701_D506","17",79500001,80000000,1.007,0.986,2,0.05,1.44,2.28
"SLX-10722_SLX-11823.D701_D506","17",80000001,80500000,1.006,0.986,2,0.05,1.44,2.24
"SLX-10722_SLX-11823.D701_D506","17",80500001,81000000,0.975,0.986,2,0.05,1.44,0.999999999999999
"SLX-10722_SLX-11823.D701_D506","17",81000001,81195210,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","18",1,500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","18",500001,1000000,0.94,0.982,2,0.05,1.28,-0.400000000000002
"SLX-10722_SLX-11823.D701_D506","18",1000001,1500000,0.965,0.982,2,0.05,1.28,0.599999999999999
"SLX-10722_SLX-11823.D701_D506","18",1500001,2000000,0.966,0.982,2,0.05,1.28,0.639999999999999
"SLX-10722_SLX-11823.D701_D506","18",2000001,2500000,0.972,0.982,2,0.05,1.28,0.879999999999999
"SLX-10722_SLX-11823.D701_D506","18",2500001,3000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","18",3000001,3500000,1.084,0.982,2,0.05,1.28,5.36
"SLX-10722_SLX-11823.D701_D506","18",3500001,4000000,1.039,0.982,2,0.05,1.28,3.56
"SLX-10722_SLX-11823.D701_D506","18",4000001,4500000,1.025,0.982,2,0.05,1.28,3
"SLX-10722_SLX-11823.D701_D506","18",4500001,5000000,0.97,0.982,2,0.05,1.28,0.799999999999999
"SLX-10722_SLX-11823.D701_D506","18",5000001,5500000,0.95,0.982,2,0.05,1.28,-0.00000000000000177635683940025
"SLX-10722_SLX-11823.D701_D506","18",5500001,6000000,0.907,0.982,2,0.05,1.28,-1.72
"SLX-10722_SLX-11823.D701_D506","18",6000001,6500000,1.031,0.982,2,0.05,1.28,3.24
